-0.7273927	0.1100925	1.054143	353.9351	15.49696	358.2716	12	48	37	8720
-0.7264411	0.1143472	1.054285	353.8232	15.47151	358.0895	12	48	37	8830
-0.7243758	0.1174262	1.054371	353.7045	15.4318	357.9579	12	48	37	8949
-0.7232792	0.1215317	1.054591	353.6498	15.39908	357.8531	12	48	37	9049
-0.7219418	0.125451	1.054993	353.5829	15.36197	357.8049	12	48	37	9159
-0.7195026	0.1282637	1.05547	353.5396	15.34043	357.7496	12	48	37	9279
-0.717887	0.1320632	1.055961	353.5285	15.33465	357.6856	12	48	37	9388
-0.7153759	0.1348544	1.056466	353.5653	15.35281	357.5733	12	48	37	9501
-0.7135614	0.1384983	1.056896	353.6523	15.38079	357.4191	12	48	37	9630
-0.7117588	0.1422184	1.057289	353.7518	15.40698	357.2529	12	48	37	9717
-0.7098386	0.145674	1.057621	353.8937	15.43222	357.0678	12	48	37	9827
-0.7071288	0.1482985	1.057758	354.0184	15.45394	356.8953	12	48	37	9957
-0.7050127	0.1518174	1.057948	354.1291	15.46099	356.7548	12	48	38	0046
-0.7029569	0.1552607	1.058117	354.2335	15.45799	356.6357	12	48	38	0166
-0.7001026	0.1580383	1.058186	354.3445	15.43823	356.5894	12	48	38	0276
-0.6976974	0.1614166	1.05814	354.483	15.40942	356.5945	12	48	38	0385
-0.6948845	0.1640808	1.057969	354.6189	15.37785	356.6538	12	48	38	0495
-0.6924042	0.1672935	1.057817	354.7576	15.35538	356.7028	12	48	38	0605
-0.6897296	0.1703015	1.057536	354.897	15.3308	356.7973	12	48	38	0720
-0.6869482	0.1732568	1.057221	355.0132	15.3186	356.8869	12	48	38	0830
-0.6838715	0.1759293	1.056937	355.1155	15.30893	356.9538	12	48	38	0940
-0.6810389	0.1787384	1.056634	355.2123	15.29494	357.0026	12	48	38	1050
-0.6779289	0.1814069	1.05627	355.3095	15.27574	357.0279	12	48	38	1159
-0.6746799	0.1838474	1.05592	355.4067	15.25503	357.0219	12	48	38	1299
-0.6713145	0.1863103	1.055427	355.5076	15.24197	356.9844	12	48	38	1389
-0.667974	0.18852	1.054874	355.6169	15.23673	356.9228	12	48	38	1513
-0.6645976	0.190653	1.05436	355.7429	15.24344	356.8374	12	48	38	1603
-0.6610897	0.1927355	1.053778	355.8894	15.26778	356.7564	12	48	38	1712
-0.6573299	0.1944341	1.053272	356.1318	15.31442	356.6492	12	48	38	1832
-0.6537354	0.196119	1.053176	356.3857	15.36914	356.5615	12	48	38	1942
-0.6496561	0.1974631	1.052981	356.5732	15.47806	356.4623	12	48	38	2052
-0.6456342	0.1988429	1.052639	356.7474	15.61165	356.3437	12	48	38	2161
-0.6418396	0.2004763	1.052364	356.9702	15.79504	356.1585	12	48	38	2281
-0.6375545	0.2013331	1.051684	357.2736	15.95738	355.9343	12	48	38	2411
-0.6338272	0.2025383	1.051518	357.6651	16.08711	355.7466	12	48	38	2500
-0.6294714	0.2033013	1.051147	358.0045	16.19353	355.6013	12	48	38	2609
-0.6248682	0.203907	1.051229	358.3153	16.30012	355.5171	12	48	38	2722
-0.6201394	0.2045984	1.051666	358.4701	16.45131	355.4478	12	48	38	2831
-0.616351	0.2061649	1.05257	358.4745	16.65053	355.3101	12	48	38	2941
-0.6117352	0.2068855	1.052975	358.448	16.88522	355.0828	12	48	38	3051
-0.6072322	0.2075627	1.053135	358.5023	17.08905	354.851	12	48	38	3161
-0.6034855	0.2091891	1.053652	358.5999	17.28674	354.5712	12	48	38	3280
-0.5991452	0.2095981	1.053642	358.7592	17.4418	354.3466	12	48	38	3380
-0.5957996	0.2112786	1.054199	358.9714	17.57039	354.1849	12	48	38	3496
-0.5913103	0.211696	1.054298	359.1729	17.70776	354.0359	12	48	38	3606
-0.5871278	0.2119704	1.054553	359.4008	17.81826	353.9502	12	48	38	3725
-0.5828727	0.2122229	1.054896	359.624	17.93269	353.8594	12	48	38	3825
-0.5798823	0.2139819	1.055611	359.8539	18.06234	353.7529	12	48	38	3945
-0.5759706	0.2142066	1.055869	0.07361174	18.18891	353.6173	12	48	38	4055
-0.5720205	0.214434	1.056046	0.2896205	18.30632	353.4693	12	48	38	4164
-0.5695951	0.2161335	1.056554	0.5089564	18.39514	353.3529	12	48	38	4274
-0.5660787	0.2163055	1.056475	0.6821627	18.4484	353.3049	12	48	38	4384
-0.5639996	0.2183322	1.056657	0.8257501	18.46473	353.3373	12	48	38	4493
-0.5606367	0.2185058	1.056335	0.9618936	18.44738	353.4053	12	48	38	4603
-0.5572363	0.2186775	1.056017	1.115299	18.43925	353.455	12	48	38	4713
-0.5540149	0.2187824	1.055501	1.270251	18.39709	353.5194	12	48	38	4832
-0.5525401	0.2205445	1.055256	1.426901	18.35285	353.5544	12	48	38	4942
-0.549548	0.2206326	1.054625	1.576163	18.30414	353.5535	12	48	38	5052
-0.5466084	0.220728	1.05406	1.73507	18.26065	353.5249	12	48	38	5162
-0.5451841	0.22239	1.053762	1.90631	18.19964	353.4452	12	48	38	5271
-0.5425405	0.2224287	1.053185	2.106222	18.16341	353.3024	12	48	38	5381
-0.5411654	0.2240831	1.052969	2.336208	18.13394	353.1106	12	48	38	5497
-0.5385522	0.224179	1.052459	2.542082	18.11449	352.9111	12	48	38	5607
-0.5362786	0.2242658	1.052073	2.709476	18.11544	352.6461	12	48	38	5716
-0.5339583	0.2244226	1.051787	2.828573	18.13091	352.3725	12	48	38	5836
-0.5329477	0.2264679	1.051969	2.907858	18.15948	352.1333	12	48	38	5936
-0.5308942	0.2267673	1.051943	2.964051	18.20286	351.9335	12	48	38	6055
-0.5287799	0.2270515	1.051873	3.046314	18.23838	351.7525	12	48	38	6165
-0.5279014	0.2291941	1.052134	3.124445	18.28811	351.6222	12	48	38	6275
-0.5260773	0.2295611	1.052207	3.211761	18.34736	351.512	12	48	38	6385
-0.5250352	0.2316544	1.05261	3.317495	18.42079	351.4241	12	48	38	6495
-0.5233622	0.2320674	1.052654	3.412581	18.50033	351.3329	12	48	38	6605
-0.521852	0.2325025	1.052686	3.527653	18.59964	351.2766	12	48	38	6714
-0.5203817	0.2329267	1.05264	3.703745	18.69286	351.2326	12	48	38	6834
-0.5194178	0.2351052	1.05279	3.930469	18.79619	351.1965	12	48	38	6964
-0.5180821	0.2355096	1.052564	4.17709	18.9069	351.1587	12	48	38	7053
-0.5167479	0.2359151	1.05232	4.414612	19.02551	351.0946	12	48	38	7163
-0.5158148	0.2380699	1.052165	4.671032	19.19373	351.0078	12	48	38	7273
-0.5145244	0.2385519	1.051737	4.91894	19.38986	350.8862	12	48	38	7392
-0.5133011	0.2406231	1.051331	5.175465	19.63828	350.7384	12	48	38	7502
-0.5118749	0.2411782	1.050898	5.423796	19.92144	350.5919	12	48	38	7612
-0.510417	0.2417208	1.050484	5.663036	20.2124	350.4587	12	48	38	7720
-0.5087872	0.2422893	1.050016	5.913454	20.59608	350.3166	12	48	38	7830
-0.5068513	0.2442751	1.049457	6.174952	21.04109	350.1621	12	48	38	7939
-0.5049156	0.2448456	1.048905	6.430339	21.567	349.9738	12	48	38	8049
-0.502507	0.2467568	1.048336	6.697237	22.19409	349.7641	12	48	38	8159
-0.5003312	0.2473171	1.047715	6.968388	22.83574	349.5649	12	48	38	8278
-0.4978666	0.2478292	1.047091	7.25618	23.63853	349.3777	12	48	38	8388
-0.4948691	0.2495419	1.046526	7.538901	24.51122	349.2438	12	48	38	8495
-0.4920195	0.2500457	1.046131	7.817644	25.46181	349.1763	12	48	38	8620
-0.4891269	0.250545	1.045779	8.081419	26.41274	349.1234	12	48	38	8720
-0.4860086	0.2510802	1.045639	8.266799	27.48723	349.1475	12	48	38	8830
-0.4820679	0.2528076	1.045457	8.445965	28.63755	349.1589	12	48	38	8939
-0.4786738	0.2534616	1.045443	8.620402	29.84901	349.1416	12	48	38	9049
-0.4746714	0.2550966	1.045412	8.802579	31.12208	349.1008	12	48	38	9169
-0.4712343	0.2557359	1.045437	8.984485	32.38693	349.0556	12	48	38	9298
-0.4675988	0.2565113	1.045533	9.111319	33.82613	348.9854	12	48	38	9388
-0.4633442	0.2581699	1.045568	9.194295	35.36511	348.8999	12	48	38	9498
-0.4594352	0.2589923	1.045504	9.277018	37.06166	348.7823	12	48	38	9608
-0.4557454	0.2596374	1.045406	9.3732	38.69239	348.6604	12	48	38	9717
-0.451829	0.2602784	1.04524	9.478914	40.64164	348.4654	12	48	38	9827
-0.4475465	0.2611231	1.044665	9.640543	42.78147	348.2118	12	48	38	9937
-0.4434344	0.2614267	1.044329	9.834331	45.14581	347.9071	12	48	39	0056
-0.4392405	0.2618789	1.043593	10.05086	47.7084	347.5714	12	48	39	0166
-0.435284	0.2616997	1.043091	10.28273	50.22897	347.2704	12	48	39	0276
-0.4311822	0.2611347	1.042372	10.55973	53.26111	346.9396	12	48	39	0386
-0.427108	0.2602057	1.041409	10.85233	56.53583	346.7004	12	48	39	0500
-0.4230967	0.2588889	1.040384	11.13686	60.03091	346.6637	12	48	39	0610
-0.419216	0.2573611	1.039296	11.40765	63.44408	346.756	12	48	39	0718
-0.4154467	0.2553157	1.037841	11.66979	67.22443	347.2305	12	48	39	0828
-0.4128824	0.2526618	1.036325	11.96533	70.81453	347.8562	12	48	39	0938
-0.4100232	0.2502854	1.034814	12.31714	74.49933	348.6082	12	48	39	1047
-0.4077415	0.2477924	1.033653	12.79762	78.18536	349.2794	12	48	39	1167
-0.4054732	0.2454772	1.032854	13.25776	81.68964	349.8329	12	48	39	1277
-0.4036223	0.2434979	1.032475	13.63479	85.33717	350.2855	12	48	39	1396
-0.4021428	0.2418316	1.032323	13.86273	88.87437	350.5602	12	48	39	1498
-0.4005053	0.2402043	1.031967	14.01617	92.36056	350.7892	12	48	39	1607
-0.3992009	0.2392383	1.031878	14.09678	95.67631	350.7678	12	48	39	1722
-0.3981371	0.2385654	1.031984	14.19999	98.85889	350.6598	12	48	39	1828
-0.39766	0.2383161	1.032129	14.25693	101.9231	350.6006	12	48	39	1938
-0.3969867	0.2382077	1.032029	14.28755	104.8649	350.601	12	48	39	2057
-0.3967346	0.2385046	1.031844	14.31061	107.7501	350.6463	12	48	39	2157
-0.3961607	0.2385632	1.031615	14.33727	110.5227	350.7302	12	48	39	2277
-0.3957838	0.2392255	1.031414	14.35655	112.9826	350.8229	12	48	39	2387
-0.3957965	0.2406903	1.03155	14.4554	115.3898	351.0525	12	48	39	2500
-0.3953668	0.2418815	1.0316	14.51414	117.4891	351.2782	12	48	39	2610
-0.3948401	0.2430133	1.031659	14.59973	119.6023	351.5384	12	48	39	2720
-0.3947345	0.2450876	1.032082	14.75727	121.285	351.8748	12	48	39	2825
-0.394098	0.2472078	1.032113	14.9904	122.8066	352.2472	12	48	39	2944
-0.3933576	0.2495977	1.032011	15.28402	124.1245	352.6386	12	48	39	3054
-0.3925147	0.2518798	1.031868	15.5333	125.4398	353.0025	12	48	39	3164
-0.3935163	0.2584826	1.033634	15.8112	126.2969	353.3328	12	48	39	3273
-0.3921551	0.2616248	1.033498	16.01322	126.9891	353.51	12	48	39	3383
-0.3919133	0.2680229	1.034772	15.97298	127.475	353.5459	12	48	39	3493
-0.3897427	0.271168	1.03465	15.7286	127.7521	353.4398	12	48	39	3603
-0.3874945	0.2741565	1.034611	15.44865	128.1113	353.3581	12	48	39	3712
-0.3854628	0.2793398	1.035461	14.93231	128.1181	353.1932	12	48	39	3832
-0.3824745	0.2821917	1.036053	14.43279	128.01	353.1735	12	48	39	3942
-0.3793904	0.2848631	1.036916	13.97001	127.8212	353.3877	12	48	39	4051
-0.3764237	0.2874763	1.037707	13.56722	127.7179	353.7055	12	48	39	4161
-0.3736428	0.2907907	1.038896	13.14893	127.4451	354.2963	12	48	39	4281
-0.3704519	0.2928099	1.039679	12.77872	127.1513	354.9992	12	48	39	4381
-0.3675847	0.2953979	1.040331	12.48213	126.7809	355.7347	12	48	39	4493
-0.3644122	0.297113	1.040993	12.23491	126.4086	356.513	12	48	39	4613
-0.3611965	0.2987471	1.041618	12.03805	126.0462	357.1287	12	48	39	4720
-0.3581115	0.3001974	1.041923	11.93944	125.5807	357.7462	12	48	39	4830
-0.3548625	0.3012255	1.04259	11.86303	125.0323	358.2182	12	48	39	4950
-0.3507548	0.3013288	1.042845	11.82106	124.4559	358.5467	12	48	39	5050
-0.3473676	0.3018438	1.042873	11.76072	123.8825	358.6551	12	48	39	5169
-0.3438964	0.3025071	1.043501	11.66835	123.3173	358.7404	12	48	39	5279
-0.3402268	0.3025759	1.044096	11.55708	122.6868	358.5182	12	48	39	5389
-0.3364906	0.3019722	1.043883	11.42316	122.0775	358.1511	12	48	39	5497
-0.3327662	0.3013694	1.044402	11.25762	121.4935	357.6684	12	48	39	5606
-0.329095	0.3008195	1.044935	11.09211	120.9307	357.2521	12	48	39	5716
-0.3254704	0.2993102	1.044465	10.88821	120.3749	356.6566	12	48	39	5826
-0.3217087	0.2976897	1.044917	10.67091	119.866	356.1153	12	48	39	5946
-0.3179709	0.2957145	1.045357	10.42861	119.3847	355.6281	12	48	39	6056
-0.3142203	0.2931327	1.044787	10.15055	118.9493	355.1762	12	48	39	6165
-0.3106342	0.2909363	1.045248	9.881195	118.5427	354.7707	12	48	39	8484
-0.3069143	0.287966	1.045755	9.537773	118.2226	354.3755	12	48	39	8511
-0.2414981	0.1933039	1.057148	3.21683	122.1046	350.5279	12	48	39	8621
-0.239115	0.1883267	1.057889	3.305146	122.602	350.343	12	48	39	8720
-0.2363998	0.1854102	1.05826	3.516179	123.1748	350.2185	12	48	39	8829
-0.2341024	0.1807712	1.05888	3.726698	123.745	350.1424	12	48	39	8939
-0.2317721	0.1762298	1.059479	3.950529	124.3274	350.0988	12	48	39	9049
-0.2294682	0.1716753	1.060066	4.115413	124.8737	350.0179	12	48	39	9159
-0.2264175	0.1692717	1.060055	4.275335	125.469	350.0126	12	48	39	9278
-0.2239232	0.1651803	1.060299	4.365651	126.0473	350.0331	12	48	39	9388
-0.2204309	0.162614	1.05956	4.388124	126.6113	350.0402	12	48	39	9508
-0.2201414	0.163126	1.059198	4.316288	126.624	350.0871	12	48	39	9608
-0.2175622	0.1591585	1.059298	4.344766	127.174	350.0635	12	48	39	9718
-0.2140209	0.1570856	1.05862	4.375267	127.7184	350.0454	12	48	39	9828
-0.2112881	0.1536086	1.058808	4.426338	128.2574	350.0377	12	48	39	9948
-0.2085243	0.1502751	1.059066	4.510157	128.7909	350.0604	12	48	40	0047
-0.2048309	0.1485493	1.058417	4.635808	129.3109	350.1336	12	48	40	0167
-0.2021039	0.145368	1.05866	4.78622	129.8171	350.2164	12	48	40	0277
-0.1993162	0.1425222	1.058918	5.017117	130.2963	350.3781	12	48	40	0386
-0.1958585	0.1413965	1.058204	5.264536	130.7616	350.5814	12	48	40	0496
-0.192985	0.1388627	1.058433	5.497351	131.2103	350.8221	12	48	40	0606
-0.1900411	0.1364411	1.05865	5.666561	131.6426	351.0924	12	48	40	0716
